id,start,end,category,sub_category,summary,transcript
122,"02:08:48,360","02:10:27,530",1 Instruction,1.3 Validation,They confirm that the current action or position looks correct.,"And Dr. George, are you gonna take off the fossa? Yeah, I'll do that if you don't mind. Yeah, yeah. Course. Because it'll be done. Just figured I'd clarify. Perfect. Uh, not, not perfect. We'll try it. I think it's wrong. You had it scooped up with the knob behind you, right? Mm-hmm. The first time. Yep. Yeah, I think, lemme see. Yeah. So it's gotta be the exact opposite. So scooped up. It's a on that side. Okay. I think it's where the, on that side. Thankfully my PhD wish we had programs at the. Way. Can we just turn it this way? Sure. No, because the angle, here's why. See the angle, it's 30 degrees. If you turn it there, it's 30 degrees that way it's a 60 degree angle difference and it actually messes us up for getting up parallel and perfectly placed. So this is our last chance. Sure. Hungry. Did I eat? Yeah, I did. We thought that last time. I even eat too, but I feel like I've been hungry as a rotation. I don't know if it's because I'm running around more can wake all day. I could be wrong sometimes we're not out. I'm excited though. Our tomato plans finally. How's it looking? We're good. Okay. So next one we'll be facing that way and really shot."
123,"02:10:29,780","02:12:10,865",1 Instruction,1.3 Validation,They discuss placing or confirming clips on the cystic structures.,"Really? All righty. Oh, that makes her face Is this, that's our, that's our mnemonic. Okay. Okay. I think I'm right on top. Pushed across. I always try to feel like I'm really engaging all the way across. That's true. Sweet. I'll take one more Vore. Thank you. There's a little bit of schmutz there, so I'm gonna try to like slide it up. Yeah, we'll see. It's here for you. Um, oh, sorry. And then you mind pushing up a little bit. Kad over the Interesting. Yeah. Can you read, um, it's like twisting. I, I think you're pushing to the Yeah, exactly. That's better. That's nice. Actually, maybe that made it worse. And you can always use a clip player here if you need to. Okay, sure. Okay. Because you can not get it all the way around and it's specimen, it doesn't matter. Right. I'm gonna just see my posterior time, which I do not see. Just use a clip. Sorry. Okay. I was gonna say just use a clip. Yeah. No, I don't like that. I don't, you can't feel it because your duct flow's not very long, you know? Yeah. If you are able to do it, you're gonna be really close. I'd rather have more duct in a shitty specimen closure, I think. Okay. Or you could skeletonize more, but that's not a good use of time. So just take a clip of fire, fire above where you are right now. So fire this higher. A clip of fire. Higher. Yeah."
124,"02:12:12,600","02:15:30,040",1 Instruction,1.3 Validation,They discuss performing or evaluating a dissection or instrument movement.,"Follow me? No. Okay. So take this out and, oh, okay. Okay. Thank you. I was like, he's like, how does she not get this? I don't know how to say it. This, she's can't slow, can. No, no, no. Kat, I would not communicating clearly. I'll slide up though. Don't get all the way across. It doesn't matter. Slide up. Give yourself room. Okay. Keep going. Slide, slide, slide. There you go. Now flip it. Okay. Good enough. Ah, okay. Okay. We come back. You can just a hair. Yeah, you're good. Scissors. Thank you. And I'll give us a lot of length. Cut up high. Exactly. Yeah. I just don't wanna have any slippage. All right, let's pop on in there. Oh, these hemo locks are really good. No, no stone's in there. Shit. No. I saw you milked earlier. Yeah, but I'm sad to see. Okay, good. This still come across? Yeah, we're gonna need it. Can you get suction up for us please? Okay. Absolutely rats. Yeah, I milked it too. I know you did. Yeah, I saw. Yeah. Yeah. I mean, while you were palpating, you were milking. Yeah, it's all good. It didn't feel super stony to be totally honest. I don't know that we need irrigation, actually. Just inception. Okay. Yeah, we need that. Yeah, but we maybe, well, I'll just leave it, sit there for just a few off. I mean, you know, sir, we never change her mind. Right? Come. Hope she doesn't have a drop stone. What? Hope she doesn't have a dropped. We also never lie about time because she has the, she already has the stricture. Yesterday, I think I said maybe she should get an ERCP after Ask Dr. George or some, Hey, Dr. George, since she has a stricture already, we don't know if she has a drop stone. Should we just keep her and like get LFTs and, or would you just let her go home and She's got a stent? She does have a stent for her to obstruct. She still has. Okay. Okay. So because her, her stent has, has occluded once. So, I mean, I don't how long. Okay. No, I wouldn't keep it. Do you want me to try to, uh, suck up the stone if you Oh, do you have a 10 milliliter, um, uh, suction tip catheter. Gotcha. We don't have a big one. I can go get one. Oh, it's not in the set? No. Let's see. We'll see if this sucks it up. It might. How about I wander that way? So that sounds like a great idea. Okay. Your suction is on it. Go get that. Thanks. All right. I got that little guy out. It's pretty good. All right. Good job. Because I was just avoiding drop stone. Yeah, I I've done that one too. Had to reoperate on someone. A year later. A year later. Gracious. Well, yeah, 'cause it had an un resolving abscess. Yeah. And I finally just, just like dug it out. It was really ugly. I could probably bo be that, but That's great. Good job. Thank you."
125,"02:15:43,710","02:16:07,929",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,"This is really nice. Nice. This is really nice. I feel like when it comes off the too nicely, it's like oddly satisfying, you know? Oh yeah. Edge mean like when you're coming. Fsa. The fsa, I meant, sorry. It just very, like, when it just comes right off and it just, and like, come in Cauter"
126,"02:16:16,320","02:16:20,889",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,down here. Thank you.
127,"02:16:22,960","02:16:23,650",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,Okay. Come up.
128,"02:16:28,754","02:17:51,610",1 Instruction,1.3 Validation,They discuss performing or evaluating a dissection or instrument movement.,"That grabs not good. Right? See, I don't have enough tension. I come. Yeah. Could you come underneath so I can do as much as I possibly can? Yep. While I have what I have, but I'm gonna run out a minute here very quickly. It's awkward, it's slow. Yeah. Speaking velocity and I'm just like back. Good job. Every time I move, you want to avoid me, like, be afraid because I'm gonna, you, you're doing great, Dagan. I don't think it's so nice. This is a good, so the move, yeah. Heel up grab under wide. Okay. Lift that puppy up in that angle. That's not a very good grab. And then I turn my thing on parallel, but it's not quite, not like that, but like that, not like that, but like that so that the heel's sliding off and I barely touch my instrument. Okay. Too far over as part of it. Oh, nice, nice. That's not a great grab I take anyway. Okay. Anyways, that's how you keep your hook and get it out without perforating the gall training. Great tension over there. Can't really see good. Oh, there's some good tension. Yeah. Nice. Come across. That's yellow there. That means it'd,"
129,"02:18:03,780","02:18:10,030",1 Instruction,1.1 Assessment,They ask or clarify a procedural step or observation.,"it's kind of a weird angle. Usually on that side more, but I can't get there very easily, so I'm just avoiding it."
130,"02:18:15,625","02:18:18,684",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,"Tension there. I have tension there, but I'm gonna release it."
131,"02:18:18,805","02:18:30,140",1 Instruction,1.3 Validation,They discuss performing or evaluating a dissection or instrument movement.,"Come in so I can cook this and it doesn't come apart anyway, so not my idea. Now there's a vessel there, so I'm gonna cook right there. It's gonna pull harder"
132,"02:18:32,970","02:18:33,260",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,here
133,"02:18:38,870","02:18:41,215",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,"still. Great tension there. Okay, come back."
134,"02:18:43,885","02:19:58,445",1 Instruction,1.4 Point to errors / task,They discuss adjusting the camera or view for better visualization.,"Your left hand. Can you? That's the problem actually, I didn't realize your left hand is pulling too far to the patient's left. There you go. That'll help me a lot. Thank you. Come in the camera. Can you. Okay. There we go. Come in. Good tension there. I don't like cooking just happened, so I did not have enough tension in my plane. There's quite here. Flip there Some planes there. Could cat regrab to help you or no? No. Okay. I don't think so. It's just, I mean, yes, but it's not worth the time. Okay. I'll adjust. She'll eventually pull towards her over the right patient's. Right. Even more right now. Patient's, right? Yep. Patient's right. Good. Thanks. Stop there. Oh, nice. Yeah."
135,"02:20:02,315","02:20:11,770",1 Instruction,1.2 Inquiry,They discuss performing or evaluating a dissection or instrument movement.,"How's that? Oh, you're pulling to our just a cap too. It's not your fault. Yeah, it's"
136,"02:20:28,080","02:20:44,885",1 Instruction,1.3 Validation,They confirm that the current action or position looks correct.,"okay. I understand My planes right now. Okay. I gotta grab closer. Every time I fail, I grab closer out. Out. See, I can't get a good grab. Why can't I get a good grab? I wanna go underneath, but it's not really working."
137,"02:20:46,565","02:21:09,610",1 Instruction,1.2 Inquiry,They discuss performing or evaluating a dissection or instrument movement.,Why not Kat come towards you a little bit more and lower? Don't put a lot of tension on it. Just rotate. Okay. Nice. That's great. Yeah. Thanks. Nice. Let's try this effort. Come on in through the haze. It's on the run here. Oh yeah. Pull straight up. Now
138,"02:21:48,310","02:21:52,415",1 Instruction,1.4 Point to errors / task,They discuss procedural details or coordination during the operation.,"you guys could all this, it would just take a little, it would take us a little. No problem."
139,"02:21:55,380","02:21:55,670",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,"Okay,"
140,"02:22:00,609","02:22:00,900",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,come.
141,"02:22:07,425","02:22:11,220",1 Instruction,1.4 Point to errors / task,They confirm that the current action or position looks correct.,"Woo, let's go. I don't let go. Nice"
142,"02:22:12,765","02:22:21,045",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,"breakfast. Mm-hmm. Sorry. Done, please."
143,"02:22:26,609","02:22:33,510",1 Instruction,1.1 Assessment,They discuss manipulating or exposing the gallbladder and surrounding tissue.,"Nice. Sometimes the jaws get locked on that tissue, so you have to turn that up and shake it up. Shake it, hook them all the way. Shake."
144,"02:22:35,085","02:22:35,685",1 Instruction,1.3 Validation,They confirm that the current action or position looks correct.,Nice. Good job.
145,"02:22:41,175","02:22:58,125",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,"Kelly, please. Kelly, just for a sec. Maybe vent again."
146,"02:23:01,125","02:23:07,710",1 Instruction,1.3 Validation,They confirm that the current action or position looks correct.,"Maybe vent again. What? Vent again? We were getting low. Keep vent again? Yeah. Forever. Oh, forever."
147,"02:23:19,305","02:23:34,820",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,"Come in. So you didn't spill any bm, so I won't, I won't irrigate rather just little bit."
148,"02:23:51,560","02:23:51,850",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,Okay.
149,"02:23:53,565","02:23:55,695",2 Management,2.1 Team monitoring,They discuss identifying or dissecting around the cystic duct and artery.,Look at that duct. Nice
150,"02:23:58,150","02:23:58,370",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,one.
151,"02:24:00,105","02:24:01,215",3 Information management,3 Information management,They discuss placing or confirming clips on the cystic structures.,Great clips look great static.
152,"02:24:06,000","02:24:07,845",1 Instruction,1.1 Assessment,They point out a possible issue or give a corrective instruction.,Another use this.
153,"02:24:12,590","02:24:12,880",1 Instruction,1.1 Assessment,They confirm that the current action or position looks correct.,Okay.
154,"02:24:14,185","02:24:27,869",1 Instruction,1.1 Assessment,They discuss procedural details or coordination during the operation.,"Put that over there. Color, please. Mm-hmm."
155,"02:24:47,035","02:24:52,820",1 Instruction,1.2 Inquiry,They ask or clarify a procedural step or observation.,"Do you have a Ray Tech? Huh? Oh, I was asking for Ray Tech. Thank you."
156,"02:24:55,170","02:25:40,851",1 Instruction,1.3 Validation,They confirm that the current action or position looks correct.,"Specimen? Mm-hmm. Carter Thompson please. You grab a hunter. Okay. I usually use, oh my bad. It's okay. Grab it. Oh, you did tell me that yesterday. More degrees of freedom because of the angle. Okay, gotcha. Turn your, your instrument so you can see both times next time. Make it easier on you. Okay. Ready for your, you happen. Have a gall bladder for permanent snap on this side. You have Snap please. Snap right on this one."
157,"02:25:44,090","02:27:22,140",1 Instruction,1.3 Validation,They discuss adjusting the camera or view for better visualization.,"No, you're good. And then do you have that Maryland? Yeah. Just in case she's keeping it. It's bloody strange. Bloody, bloody nice. Sure did better. Just make sure he gets the right end. Yeah. Nice. There's a needle. Mm-hmm. No, let's just have blood there. Sorry to come at you with that. Little aggressively. Okay. We don't tie it up yet because it's insulated, but I wanna make sure that we at least are sealed. Adequate for reuse. Right? Feels fine. Maybe I'll stop the bleeding too. Okay, let's take out these ports. You show me this port, please. This one. Nice. Good job. This one, we go back and forth between the two. Looking for bleeding, great plate and camera before it hits the fall or not Before all the way out it back in. I want see those ports and then when it comes up to you, you're gonna have to come out and then just leave that in there. Let it all the gas come out. That patient please. Overhead. Lights up. Please House for the camera. Mm-hmm. And then we have the tip if you'd like to change tips. I am ready for a gall."
